rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2013),rank change from 2013,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
22,Infinity Institute,6-12,263,10.1,75.70%,82.5,1,-21,"Public, Alternative",193 Old Bergen Road,Jersey City,7305,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-1404,26,57 (21.7 %),70 (26.6 %),68 (25.9 %),64 (24.3 %),3 (1.1 %),1 (0.4 %),0 (0.0 %)
23,Montgomery High School,9-12,"1,722",13.6,3.90%,81.7,29,6.00,Public,1016 Route 601,Skillman,8558,Somerset,Montgomery Township School District,No,(n/a),No,Yes,(609) 466-7602,126,"1,019 (59.2 %)",52 (3.0 %),48 (2.8 %),599 (34.8 %),2 (0.1 %),0 (0.0 %),2 (0.1 %)
24,North Star Academy Charter School,K-12,"2,685",11.3,83.70%,81.7,49,25.00,"Public, Charter, Alternative",10 Washington Place,Newark,7102,Essex,North Star Academy Charter School,Yes,(n/a),No,Yes,(973) 642-0101,237,126 (4.7 %),"2,272 (84.6 %)",203 (7.6 %),70 (2.6 %),0 (0.0 %),0 (0.0 %),14 (0.5 %)
25,Glen Ridge High School,7-12,845,10.9,0.00%,81.6,64,39.00,Public,200 Ridgewood Ave,Glen Ridge,7028,Essex,Glen Ridge Public School District,No,(n/a),No,No,(973) 429-8303,77,669 (79.2 %),57 (6.7 %),45 (5.3 %),39 (4.6 %),1 (0.1 %),0 (0.0 %),34 (4.0 %)
26,Elizabeth High School,9-12,816,15.1,76.10%,81.5,21,-5,Public,40 Morrell Street,Elizabeth,7201,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-5860,54,105 (12.9 %),84 (10.3 %),590 (72.3 %),37 (4.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
27,Chatham High School,9-12,"1,203",12.4,2.20%,81.1,23,-4,Public,255 Lafayette Avenue,Chatham,7928,Morris,The School District Of The Chathams,No,(n/a),No,No,(973) 457-2505,97,"1,049 (87.2 %)",13 (1.1 %),46 (3.8 %),88 (7.3 %),0 (0.0 %),1 (0.1 %),6 (0.5 %)
28,Performing Arts Academy Of The Ocean County Vocational Technical,9-12,239,45.6,0.00%,80.9,1,-27,Public,Route 547,Lakehurst,8733,Ocean,Ocean County Vocational Technical School School District,No,(n/a),No,No,(732) 286-5678,5,195 (81.6 %),12 (5.0 %),26 (10.9 %),3 (1.3 %),0 (0.0 %),1 (0.4 %),2 (0.8 %)
29,West Morris Mendham High School,9-12,"1,421",13.8,0.80%,80.7,31,2.00,Public,65 East Main Street,Mendham,7945,Morris,West Morris Regional High School District,No,(n/a),No,No,(973) 543-2501,103,"1,229 (86.5 %)",14 (1.0 %),93 (6.5 %),64 (4.5 %),3 (0.2 %),1 (0.1 %),17 (1.2 %)
30,Ramsey High School,9-12,924,10.1,3.80%,80.7,83,53.00,Public,256 E Main Street,Ramsey,7446,Bergen,Ramsey School District,No,(n/a),No,No,(201) 785-2300,91,798 (86.4 %),7 (0.8 %),51 (5.5 %),59 (6.4 %),0 (0.0 %),0 (0.0 %),9 (1.0 %)
31,Haddonfield Memorial High School,9-12,770,4.3,2.00%,80.6,30,-1,Public,401 Kings Highway East,Haddonfield,8033,Camden,Haddonfield School District,No,(n/a),No,No,(856) 429-3960,176,700 (90.9 %),10 (1.3 %),17 (2.2 %),39 (5.1 %),0 (0.0 %),0 (0.0 %),4 (0.5 %)
32,Ridge High School,9-12,"1,884",13,1.30%,80.4,26,-6,Public,268 So Finley Ave,Basking Ridge,7920,Somerset,Bernards Township School District,No,(n/a),No,Yes,(908) 204-2585,145,"1,414 (75.1 %)",15 (0.8 %),66 (3.5 %),360 (19.1 %),0 (0.0 %),0 (0.0 %),29 (1.5 %)
33,Ridgewood High School,9-12,"1,703",12.6,1.10%,80.2,39,6.00,Public,627 East Ridgewood Ave,Ridgewood,7451,Bergen,Ridgewood Public School District,No,(n/a),No,No,(201) 670-2800,135,"1,207 (70.9 %)",23 (1.4 %),134 (7.9 %),274 (16.1 %),0 (0.0 %),1 (0.1 %),64 (3.8 %)
34,Rumson-Fair Haven Regional High School,9-12,918,11,0.50%,80,82,48.00,Public,74 Ridge Road,Rumson,7760,Monmouth,Rumson-Fair Haven Regional High School School District,No,(n/a),No,No,(732) 842-1597,83,863 (94.0 %),12 (1.3 %),26 (2.8 %),10 (1.1 %),0 (0.0 %),0 (0.0 %),7 (0.8 %)
35,Northern Highlands Regional High School,9-12,"1,349",11.4,0.40%,79.9,58,23.00,Public,298 Hillside Ave,Allendale,7401,Bergen,Northern Highlands Regional High School District,No,(n/a),No,No,(201) 327-8700,118,"1,108 (82.1 %)",15 (1.1 %),60 (4.4 %),158 (11.7 %),0 (0.0 %),0 (0.0 %),8 (0.6 %)
36,Ramapo High School,9-12,"1,092",9.9,0.40%,79.8,38,2.00,Public,331 George Street,Franklin Lakes,7417,Bergen,Ramapo Indian Hills Regional High School District,No,(n/a),No,No,(201) 891-1500,110,967 (88.6 %),12 (1.1 %),35 (3.2 %),74 (6.8 %),0 (0.0 %),0 (0.0 %),4 (0.4 %)
37,Millburn High School,9-12,"1,531",11.9,2.20%,79.8,34,-3,Public,462 Millburn Ave,Millburn,7041,Essex,Millburn Township School District,No,(n/a),No,No,(973) 564-7130,128,"1,131 (73.9 %)",30 (2.0 %),44 (2.9 %),320 (20.9 %),0 (0.0 %),1 (0.1 %),5 (0.3 %)
38,Northern Valley Regional High School At Demarest,9-12,"1,243",13.9,1.60%,79.7,48,10.00,Public,150 Knickerbocker Rd,Demarest,7627,Bergen,Northern Valley Regional High School District,No,(n/a),No,Yes,(201) 768-3200,89,767 (61.7 %),9 (0.7 %),98 (7.9 %),334 (26.9 %),0 (0.0 %),4 (0.3 %),31 (2.5 %)
39,Voorhees High School,9-12,"1,117",11.5,5.30%,79.5,62,23.00,Public,256 County Route 513,Glen Gardner,8826,Hunterdon,North Hunterdon-Voorhees Regional High School District,No,(n/a),No,Yes,(908) 638-6116,97,998 (89.3 %),28 (2.5 %),47 (4.2 %),40 (3.6 %),1 (0.1 %),0 (0.0 %),3 (0.3 %)
40,Mahwah High School,9-12,"1,030",11.4,10.30%,79.3,37,-3,Public,50 Ridge Road,Mahwah,7430,Bergen,Mahwah Township Public School District,No,(n/a),No,Yes,(201) 762-2300,90,815 (79.1 %),24 (2.3 %),65 (6.3 %),108 (10.5 %),8 (0.8 %),0 (0.0 %),10 (1.0 %)
41,Tenafly High School,9-12,"1,160",11.5,3.50%,79.2,40,-1,Public,19 Columbus Drive,Tenafly,7670,Bergen,Tenafly Public School District,No,(n/a),No,Yes,(201) 816-6614,100,708 (61.0 %),20 (1.7 %),63 (5.4 %),360 (31.0 %),0 (0.0 %),1 (0.1 %),8 (0.7 %)
42,West Windsor-Plainsboro High School North,9-12,"1,562",12.5,4.80%,79.1,55,13.00,Public,90 Grovers Mill Road,Plainsboro,8536,Middlesex,West Windsor-Plainsboro Regional School District,No,(n/a),No,Yes,(609) 716-5100,124,552 (35.3 %),129 (8.3 %),74 (4.7 %),804 (51.5 %),0 (0.0 %),1 (0.1 %),2 (0.1 %)
43,Cresskill High School,9-12,555,8.8,4.10%,79.1,87,44.00,Public,1 Lincoln Dr,Cresskill,7626,Bergen,Cresskill Public School District,No,(n/a),No,No,(201) 227-7791,63,321 (57.8 %),2 (0.4 %),51 (9.2 %),178 (32.1 %),0 (0.0 %),0 (0.0 %),3 (0.5 %)
44,Princeton High School,9-12,"1,469",12.5,9.20%,79.1,53,9.00,Public,151 Moore Street,Princeton,8540,Mercer,Princeton Public Schools,No,(n/a),No,No,(609) 806-4280,117,906 (61.7 %),77 (5.2 %),127 (8.6 %),309 (21.0 %),2 (0.1 %),0 (0.0 %),48 (3.3 %)
45,West Windsor-Plainsboro High School South,9-12,"1,610",14,4.40%,79,41,-4,Public,346 Clarksville Road,West Windsor,8550,Mercer,West Windsor-Plainsboro Regional School District,No,(n/a),No,No,(609) 716-5050,115,551 (34.2 %),109 (6.8 %),85 (5.3 %),850 (52.8 %),0 (0.0 %),1 (0.1 %),14 (0.9 %)
46,Hopewell Valley Central High School,9-12,"1,243",12.3,2.50%,79,85,39.00,Public,259 Pennington Titusville Rd,Pennington,8534,Mercer,Hopewell Valley Regional School District,No,(n/a),No,No,(609) 737-4003,100,"1,053 (84.7 %)",35 (2.8 %),47 (3.8 %),101 (8.1 %),1 (0.1 %),0 (0.0 %),6 (0.5 %)
47,West Morris Central High School,9-12,"1,334",12.7,1.20%,78.9,36,-11,Public,259 Bartley Road,Chester,7930,Morris,West Morris Regional High School District,No,(n/a),No,No,(908) 879-5212,104,"1,181 (88.5 %)",16 (1.2 %),74 (5.5 %),44 (3.3 %),0 (0.0 %),1 (0.1 %),18 (1.3 %)
48,Cherry Hill High School East,9-12,"2,113",14.9,11.20%,78.8,35,-13,Public,1750 Kresson Rd,Cherry Hill,8003,Camden,Cherry Hill School District,No,(n/a),No,No,(856) 424-2222,141,"1,442 (68.2 %)",154 (7.3 %),99 (4.7 %),388 (18.4 %),0 (0.0 %),2 (0.1 %),28 (1.3 %)
49,North Hunterdon High School,9-12,"1,733",12.8,2.60%,78.8,73,24.00,Public,1445 State Route 31,Annandale,8801,Hunterdon,North Hunterdon-Voorhees Regional High School District,No,(n/a),No,No,(908) 735-5191,134,"1,559 (90.0 %)",33 (1.9 %),60 (3.5 %),75 (4.3 %),5 (0.3 %),0 (0.0 %),1 (0.1 %)
50,West Essex High School,9-12,"1,088",11.6,2.70%,78.7,42,-8,Public,65 West Greenbrook Rd,North Caldwell,7006,Essex,West Essex Regional School District,No,(n/a),No,Yes,(973) 228-1200,93,950 (87.3 %),9 (0.8 %),73 (6.7 %),45 (4.1 %),0 (0.0 %),1 (0.1 %),10 (0.9 %)
51,Park Ridge High School,7-12,613,10.9,5.20%,78.6,130,79.00,Public,2 Park Ave,Park Ridge,7656,Bergen,Park Ridge School District,No,(n/a),No,Yes,(201) 573-6000,56,500 (81.6 %),9 (1.5 %),53 (8.6 %),48 (7.8 %),0 (0.0 %),0 (0.0 %),3 (0.5 %)
52,Livingston High School,9-12,"1,817",11.9,1.50%,78.4,51,-1,Public,30 Robert Harp Drive,Livingston,7039,Essex,Livingston Board Of Education School District,No,(n/a),No,Yes,(973) 535-8000,152,"1,236 (68.0 %)",60 (3.3 %),72 (4.0 %),430 (23.7 %),1 (0.1 %),1 (0.1 %),17 (0.9 %)
53,Glen Rock High School,9-12,712,10.5,0.70%,78.1,67,14.00,Public,400 Hamilton Avenue,Glen Rock,7452,Bergen,Glen Rock Public School District,No,(n/a),No,No,(201) 445-7700,67,619 (86.9 %),8 (1.1 %),25 (3.5 %),58 (8.1 %),1 (0.1 %),0 (0.0 %),1 (0.1 %)
54,Northern Valley Regional High School At Old Tappan,9-12,"1,303",12.9,1.50%,78.1,46,-8,Public,Central Ave,Old Tappan,7675,Bergen,Northern Valley Regional High School District,No,(n/a),No,No,(201) 784-1600,100,875 (67.2 %),8 (0.6 %),64 (4.9 %),324 (24.9 %),2 (0.2 %),1 (0.1 %),29 (2.2 %)
55,Governor Livingston High School,9-12,"1,006",11.5,1.90%,77.9,74,19.00,Public,175 Watchung Boulevard,Berkeley Heights,7922,Union,Berkeley Heights School District,No,(n/a),No,No,(908) 464-3100,87,854 (84.9 %),13 (1.3 %),56 (5.6 %),83 (8.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
56,Marlboro High School,9-12,"1,969",15.3,4.60%,77.8,66,10.00,Public,95 North Main Street,Marlboro,7746,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 617-8393,129,"1,486 (75.5 %)",40 (2.0 %),84 (4.3 %),348 (17.7 %),6 (0.3 %),0 (0.0 %),5 (0.3 %)
57,Cape May County Technical High SChool,9-12,618,9.5,22.00%,77.8,32,-25,Public,188 Crest Haven Rd,Cape May Court House,8210,Cape May,Cape May County Technical High School District,No,(n/a),No,Yes,(609) 465-2161,64,542 (87.7 %),29 (4.7 %),33 (5.3 %),11 (1.8 %),1 (0.2 %),1 (0.2 %),1 (0.2 %)
58,Moorestown High School,9-12,"1,365",11.6,9.70%,77.7,86,28.00,Public,350 Bridgeboro Road,Moorestown,8057,Burlington,Moorestown Township Public School District,No,(n/a),No,No,(856) 778-6610,117,"1,063 (77.9 %)",97 (7.1 %),65 (4.8 %),125 (9.2 %),3 (0.2 %),3 (0.2 %),9 (0.7 %)
59,Mountain Lakes High School,9-12,704,11.3,0.70%,77.6,57,-2,Public,96 Powerville Rd.,Mountain Lakes,7046,Morris,Mountain Lakes Public School District,No,(n/a),No,No,(973) 334-8400,62,596 (84.7 %),6 (0.9 %),20 (2.8 %),74 (10.5 %),0 (0.0 %),1 (0.1 %),7 (1.0 %)
60,Pascack Hills High School,9-12,819,11.9,1.20%,77.2,43,-17,Public,225 West Grand Avenue,Montvale,7645,Bergen,Pascack Valley Regional High School District,No,(n/a),No,No,(201) 358-7020,69,692 (84.5 %),10 (1.2 %),46 (5.6 %),68 (8.3 %),0 (0.0 %),0 (0.0 %),3 (0.4 %)
61,Howell High School,9-12,"2,294",14.8,8.00%,77,71,10.00,Public,405 Squankum Yellowbrook Road,Farmingdale,7727,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 919-2131,155,"1,995 (87.0 %)",94 (4.1 %),122 (5.3 %),74 (3.2 %),1 (0.0 %),3 (0.1 %),5 (0.2 %)
62,Kinnelon High School,9-12,691,11.2,1.30%,76.9,70,8.00,Public,121 Kinnelon Road,Kinnelon,7405,Morris,Kinnelon School District,No,(n/a),No,No,(973) 838-5500,62,626 (90.6 %),9 (1.3 %),21 (3.0 %),30 (4.3 %),1 (0.1 %),4 (0.6 %),0 (0.0 %)
63,Shawnee High School,9-12,"1,616",12.9,6.30%,76.9,90,27.00,Public,600 Tabernacle Road,Medford,8055,Burlington,Lenape Regional High School District,No,(n/a),No,No,(609) 654-7544,125,"1,508 (93.3 %)",27 (1.7 %),34 (2.1 %),44 (2.7 %),2 (0.1 %),0 (0.0 %),1 (0.1 %)
64,New Providence High School,9-12,648,11.2,4.50%,76.8,47,-17,Public,35 Pioneer Dr,New Providence,7974,Union,New Providence Board Of Education,No,(n/a),No,No,(908) 464-4700,58,503 (77.6 %),15 (2.3 %),54 (8.3 %),70 (10.8 %),1 (0.2 %),5 (0.8 %),0 (0.0 %)
65,Watchung Hills Regional High School,9-12,"2,187",12.7,3.10%,76.7,106,41.00,Public,108 Stirling Rd,Warren,7059,Somerset,Watchung Hills Regional High School District,No,(n/a),No,Yes,(908) 647-4800,172,"1,613 (73.8 %)",50 (2.3 %),158 (7.2 %),330 (15.1 %),2 (0.1 %),3 (0.1 %),31 (1.4 %)
66,Bernards High School,9-12,793,12.5,8.80%,76.7,95,29.00,Public,25 Olcott Avenue,Bernardsville,7924,Somerset,Somerset Hills Regional School District,No,(n/a),No,Yes,(908) 630-3000,63,609 (76.8 %),24 (3.0 %),103 (13.0 %),56 (7.1 %),0 (0.0 %),0 (0.0 %),1 (0.1 %)
67,McVs Assunpink Center Shared Time/Rubino,9-12,167,11.7,32.30%,76.6,27,-40,Public,1085 Old Trenton Road,Trenton,8690,Mercer,Area Vocational Technical Schools Of Mercer County,No,(n/a),No,No,(609) 586-5144,14,25 (15.0 %),84 (50.3 %),24 (14.4 %),34 (20.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
68,Freehold Borough High School,9-12,"1,577",14.4,22.80%,76.4,151,83.00,Public,2 Robertsville Road,Freehold,7728,Monmouth,Freehold Regional High School District,No,(n/a),No,Yes,(732) 431-8360,109,945 (59.9 %),138 (8.8 %),323 (20.5 %),165 (10.5 %),2 (0.1 %),2 (0.1 %),2 (0.1 %)
69,Pequannock Township High School,9-12,749,12.1,4.50%,76.3,59,-10,Public,85 Sunset Road,Pompton Plains,7444,Morris,Pequannock Township School District,No,(n/a),No,Yes,(973) 616-6000,62,698 (93.2 %),4 (0.5 %),35 (4.7 %),11 (1.5 %),0 (0.0 %),0 (0.0 %),1 (0.1 %)
70,Hillsborough High School,9-12,"2,303",12,7.80%,76.3,91,21.00,Public,466 Raider Boulevard,Hillsborough,8844,Somerset,Hillsborough Township Public School District,No,(n/a),No,No,(908) 431-6600,192,"1,690 (73.4 %)",118 (5.1 %),141 (6.1 %),351 (15.2 %),0 (0.0 %),2 (0.1 %),1 (0.0 %)
71,Madison High School,9-12,843,13.3,7.20%,76.2,52,-19,Public,170 Ridgedale Avenue,Madison,7940,Morris,Madison Public School District,No,(n/a),No,Yes,(973) 593-3117,63,683 (81.0 %),22 (2.6 %),73 (8.7 %),53 (6.3 %),2 (0.2 %),1 (0.1 %),9 (1.1 %)
72,Hunterdon Central Regional High School District,9-12,"3,042",12.9,7.60%,76.1,68,-4,Public,84 Route 31,Flemington,8822,Hunterdon,Hunterdon Central Regional High School District,No,(n/a),No,Yes,(908) 782-5727,236,"2,591 (85.2 %)",78 (2.6 %),194 (6.4 %),167 (5.5 %),2 (0.1 %),1 (0.0 %),9 (0.3 %)
73,Indian Hills High School,9-12,"1,219",11.4,1.20%,76.1,152,79.00,Public,97 Yawpo Ave,Oakland,7436,Bergen,Ramapo Indian Hills Regional High School District,No,(n/a),No,Yes,(201) 337-0100,107,"1,096 (89.9 %)",12 (1.0 %),54 (4.4 %),45 (3.7 %),1 (0.1 %),1 (0.1 %),10 (0.8 %)
74,Holmdel High School,9-12,992,11.2,2.50%,76.1,50,-24,Public,36 Crawfords Corner Road,Holmdel,7733,Monmouth,Holmdel Township School District,No,(n/a),No,Yes,(732) 946-1832,88,714 (72.0 %),6 (0.6 %),42 (4.2 %),188 (19.0 %),1 (0.1 %),3 (0.3 %),38 (3.8 %)
75,Bridgewater-Raritan High School,9-12,"2,866",12.7,8.60%,76,60,-15,Public,600 Garretson Road,Bridgewater,8807,Somerset,Bridgewater-Raritan Regional School District,No,(n/a),No,No,(908) 231-8660,225,"1,937 (67.6 %)",88 (3.1 %),255 (8.9 %),565 (19.7 %),0 (0.0 %),16 (0.6 %),5 (0.2 %)
76,Bloomfield Technical,9-12,502,11.4,83.10%,75.9,23,-53,Public,209 Franklin Street,Bloomfield,7003,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2206,44,7 (1.4 %),236 (47.0 %),247 (49.2 %),2 (0.4 %),3 (0.6 %),4 (0.8 %),3 (0.6 %)
77,Colts Neck High School,9-12,"1,511",14.2,8.90%,75.7,107,30.00,Public,59 Five Points Road,Colts Neck,7722,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 761-0190,106,"1,258 (83.3 %)",32 (2.1 %),99 (6.6 %),117 (7.7 %),3 (0.2 %),1 (0.1 %),1 (0.1 %)
78,Paramus High School,9-12,"1,341",12.5,7.00%,75.6,123,45.00,Public,99 East Century Rd,Paramus,7652,Bergen,Paramus Public School District,No,(n/a),No,Yes,(201) 261-7800,107,832 (62.0 %),18 (1.3 %),125 (9.3 %),362 (27.0 %),0 (0.0 %),0 (0.0 %),4 (0.3 %)
79,Parsippany Hills High School,9-12,"1,082",11.2,12.80%,75.6,137,58.00,Public,20 Rita Drive,Morris Plains,7950,Morris,Parsippany-Troy Hills Township School District,No,(n/a),No,No,(973) 682-2815,96,565 (52.2 %),32 (3.0 %),106 (9.8 %),363 (33.5 %),3 (0.3 %),0 (0.0 %),13 (1.2 %)
80,Mount Olive High School,9-12,"1,451",12.4,11.70%,75.6,61,-19,Public,18 Corey Road,Flanders,7836,Morris,Mount Olive Township School District,No,(n/a),No,No,(973) 927-2208,116,"1,031 (71.1 %)",100 (6.9 %),176 (12.1 %),115 (7.9 %),1 (0.1 %),2 (0.1 %),26 (1.8 %)
80,Westfield Senior High School,9-12,"1,836",12.5,3.10%,75.6,63,-17,Public,550 Dorian Rd,Westfield,7090,Union,Westfield Public School District,No,(n/a),No,No,(908) 789-4500,147,"1,580 (86.1 %)",69 (3.8 %),71 (3.9 %),115 (6.3 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
82,Roselle Park High School,9-12,597,11.3,43.20%,75.5,160,78.00,Public,185 W Webster Ave,Roselle Park,7204,Union,Roselle Park Board Of Education,No,(n/a),No,Yes,(908) 241-4550,53,243 (40.7 %),60 (10.1 %),252 (42.2 %),37 (6.2 %),0 (0.0 %),5 (0.8 %),0 (0.0 %)
