rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2013),rank change from 2013,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
83,Cranford High School,9-12,"1,163",11.3,4.00%,75.4,72,-11,Public,201 West End Place,Cranford,7016,Union,Cranford Public School District,No,(n/a),No,No,(908) 709-6272,102,986 (84.8 %),41 (3.5 %),94 (8.1 %),39 (3.4 %),0 (0.0 %),0 (0.0 %),3 (0.3 %)
84,Verona High School,9-12,609,12.8,1.20%,75.2,75,-9,Public,151 Fairview Ave,Verona,7044,Essex,Verona Public School District,No,(n/a),No,No,(973) 571-6750,47,519 (85.2 %),14 (2.3 %),37 (6.1 %),29 (4.8 %),1 (0.2 %),2 (0.3 %),7 (1.1 %)
85,Wayne Hills High School,9-12,"1,379",12.4,8.10%,75.1,104,19.00,Public,272 Berdan Avenue,Wayne,7470,Passaic,Wayne Township Public School District,No,(n/a),No,No,(973) 317-2000,110,"1,126 (81.7 %)",26 (1.9 %),85 (6.2 %),135 (9.8 %),0 (0.0 %),6 (0.4 %),1 (0.1 %)
86,Technology High School,9-12,574,10.2,90.60%,75,44,-42,Public,223 Broadway,Newark,7102,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 481-5962,56,50 (8.7 %),158 (27.5 %),356 (62.0 %),10 (1.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
87,Randolph High School,9-12,"1,574",12,6.10%,74.9,76,-11,Public,511 Millbrook Avenue,Randolph,7869,Morris,Randolph Township School District,No,(n/a),No,No,(973) 361-2400,131,"1,211 (76.9 %)",42 (2.7 %),178 (11.3 %),140 (8.9 %),0 (0.0 %),3 (0.2 %),0 (0.0 %)
88,Sparta High School,9-12,"1,211",17.7,3.50%,74.9,56,-32,Public,70 West Mountain Road,Sparta,7871,Sussex,Sparta Township Public School District,No,(n/a),No,Yes,(973) 729-6191,68,"1,094 (90.3 %)",18 (1.5 %),55 (4.5 %),44 (3.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
89,River Dell Regional High School,9-12,"1,086",12.4,0.60%,74.8,124,35.00,Public,55 Pyle Street,Oradell,7649,Bergen,River Dell Regional School District,No,(n/a),No,No,(201) 599-7240,87,772 (71.1 %),12 (1.1 %),70 (6.4 %),227 (20.9 %),0 (0.0 %),1 (0.1 %),4 (0.4 %)
90,Summit High School,9-12,"1,201",12.3,16.10%,74.8,79,-11,Public,125 Kent Place Blvd,Summit,7901,Union,Summit Public School District,No,(n/a),No,Yes,(908) 273-1494,97,846 (70.4 %),66 (5.5 %),194 (16.2 %),62 (5.2 %),0 (0.0 %),0 (0.0 %),33 (2.7 %)
91,Freehold Township High School,9-12,"2,123",14.9,11.20%,74.8,88,-3,Public,281 Elton Adelphia Road,Freehold,7728,Monmouth,Freehold Regional High School District,No,(n/a),No,Yes,(732) 431-8460,142,"1,665 (78.4 %)",119 (5.6 %),186 (8.8 %),143 (6.7 %),1 (0.0 %),6 (0.3 %),3 (0.1 %)
92,Bergenfield High School,9-12,"1,198",12.7,35.00%,74.7,219,127.00,Public,80 S Prospect Ave,Bergenfield,7621,Bergen,Bergenfield Borough School District,No,(n/a),No,Yes,(201) 385-8600,94,221 (18.4 %),122 (10.2 %),498 (41.6 %),338 (28.2 %),4 (0.3 %),7 (0.6 %),8 (0.7 %)
93,Seneca High School,9-12,"1,249",10.4,10.70%,74.7,96,3.00,Public,110 Carranza Road,Tabernacle,8088,Burlington,Lenape Regional High School District,No,(n/a),No,Yes,(609) 268-4600,120,"1,150 (92.1 %)",33 (2.6 %),39 (3.1 %),21 (1.7 %),4 (0.3 %),2 (0.2 %),0 (0.0 %)
94,John P. Stevens High School,9-12,"2,122",13.9,18.20%,74.6,103,9.00,Public,855 Grove Avenue,Edison,8820,Middlesex,Edison Township School District,No,(n/a),No,No,(732) 452-2800,152,386 (18.2 %),172 (8.1 %),83 (3.9 %),"1,467 (69.1 %)",1 (0.0 %),6 (0.3 %),7 (0.3 %)
95,Cinnaminson High School,9-12,719,10.7,13.60%,74.5,134,39.00,Public,1197 Riverton Road,Cinnaminson,8077,Burlington,Cinnaminson Township Public Schools,No,(n/a),No,Yes,(856) 829-7770,67,574 (79.8 %),71 (9.9 %),34 (4.7 %),25 (3.5 %),2 (0.3 %),0 (0.0 %),13 (1.8 %)
96,Montville Township High School,9-12,"1,298",11,3.60%,74.4,93,-3,Public,100 Horseneck Road,Montville,7045,Morris,Montville Township School District,No,(n/a),No,No,(973) 331-7100,118,931 (71.7 %),20 (1.5 %),49 (3.8 %),289 (22.3 %),5 (0.4 %),2 (0.2 %),2 (0.2 %)
97,Arthur L. Johnson High School,9-12,850,12.3,5.70%,74.1,118,21.00,Public,365 Westfield Avenue,Clark,7066,Union,Clark Township Public Schools,No,(n/a),No,No,(732) 382-0910,69,753 (88.6 %),10 (1.2 %),63 (7.4 %),19 (2.2 %),0 (0.0 %),4 (0.5 %),1 (0.1 %)
98,James Caldwell High School,9-12,793,10.8,4.80%,74.1,84,-14,Public,265 Westville Ave,West Caldwell,7006,Essex,Caldwell-West Caldwell School District,No,(n/a),No,No,(973) 228-6981,73,671 (84.6 %),18 (2.3 %),56 (7.1 %),47 (5.9 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
99,Hanover Park High School,9-12,870,10.6,3.10%,74.1,113,14.00,Public,63 Mt Pleasant Avenue,East Hanover,7936,Morris,Hanover Park Regional High School District,No,(n/a),No,Yes,(973) 887-0300,82,726 (83.4 %),31 (3.6 %),47 (5.4 %),66 (7.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
100,Pascack Valley High School,9-12,"1,242",13.2,2.80%,73.8,100,0.00,Public,200 Piermont Ave,Hillsdale,7642,Bergen,Pascack Valley Regional High School District,No,(n/a),No,Yes,(201) 358-7060,94,"1,067 (85.9 %)",12 (1.0 %),78 (6.3 %),83 (6.7 %),1 (0.1 %),0 (0.0 %),1 (0.1 %)
101,Shore Regional High School,9-12,642,11,3.00%,73.8,65,-36,Public,132 Monmouth Park Highway 36,West Long Branch,7764,Monmouth,Shore Regional High School District,No,(n/a),No,No,(732) 222-9300,58,594 (92.5 %),9 (1.4 %),27 (4.2 %),4 (0.6 %),0 (0.0 %),0 (0.0 %),8 (1.2 %)
102,Hackettstown High School,9-12,961,13.8,12.40%,73.6,178,76.00,Public,701 Warren Street,Hackettstown,7840,Warren,Hackettstown Public School District,No,(n/a),No,No,(908) 852-8150,69,775 (80.6 %),15 (1.6 %),104 (10.8 %),49 (5.1 %),4 (0.4 %),1 (0.1 %),13 (1.4 %)
103,Dumont High School,9-12,833,12.3,11.00%,73.5,114,11.00,Public,101 New Milford Ave,Dumont,7628,Bergen,Dumont Public School District,No,(n/a),No,No,(201) 387-3000,68,528 (63.4 %),22 (2.6 %),173 (20.8 %),86 (10.3 %),1 (0.1 %),23 (2.8 %),0 (0.0 %)
104,Scotch Plains-Fanwood High School,9-12,"1,558",14,6.80%,73.4,122,18.00,Public,667 Westfield Road,Scotch Plains,7076,Union,Scotch Plains-Fanwood School District,No,(n/a),No,No,(908) 889-8600,111,"1,141 (73.2 %)",194 (12.5 %),113 (7.3 %),92 (5.9 %),3 (0.2 %),2 (0.1 %),13 (0.8 %)
105,Robbinsville High School,9-12,903,13.8,4.90%,73.2,54,-51,Public,155 Robbinsville Edinburg Rd,Robbinsville,8691,Mercer,Robbinsville Public Schools,No,(n/a),No,No,(609) 632-0950,65,714 (79.1 %),37 (4.1 %),31 (3.4 %),118 (13.1 %),0 (0.0 %),0 (0.0 %),3 (0.3 %)
106,Westwood Junionr/Senior High School,8-12,"1,024",10.7,7.70%,73.2,92,-14,Public,701 Ridgewood Road,Township Of Washington,7676,Bergen,Westwood Regional School District,No,(n/a),No,No,(201) 664-0880,95,821 (80.2 %),41 (4.0 %),92 (9.0 %),62 (6.1 %),1 (0.1 %),0 (0.0 %),7 (0.7 %)
107,South Brunswick High School,9-12,"2,898",14.8,11.00%,73.2,135,28.00,Public,750 Ridge Road,Monmouth Junction,8852,Middlesex,South Brunswick School District,No,(n/a),No,No,(732) 329-4044,195,"1,169 (40.3 %)",306 (10.6 %),162 (5.6 %),"1,226 (42.3 %)",1 (0.0 %),0 (0.0 %),34 (1.2 %)
108,Fair Lawn High School,9-12,"1,494",13.2,13.50%,73.1,98,-10,Public,14 00 Berdan Avenue,Fair Lawn,7410,Bergen,Fair Lawn Public School District,No,(n/a),No,No,(201) 794-5455,113,"1,016 (68.0 %)",44 (2.9 %),238 (15.9 %),189 (12.7 %),0 (0.0 %),4 (0.3 %),3 (0.2 %)
109,Gloucester County Institute of Technology,9-12,"1,309",,17.80%,72.9,78,-31,Public,1360 Tanyard Road,Sewell,8080,Gloucester,Gloucester County Vocational-Technical School District,No,(n/a),No,Yes,(856) 468-1445,,"1,088 (83.1 %)",64 (4.9 %),57 (4.4 %),33 (2.5 %),4 (0.3 %),0 (0.0 %),63 (4.8 %)
110,Cherokee High School,9-12,"2,219",11.9,9.70%,72.8,143,33.00,Public,120 Tomlinson Mill Road,Marlton,8053,Burlington,Lenape Regional High School District,No,(n/a),No,Yes,(856) 983-5140,185,"1,863 (84.0 %)",154 (6.9 %),65 (2.9 %),133 (6.0 %),1 (0.0 %),3 (0.1 %),0 (0.0 %)
111,Wayne Valley High School,9-12,"1,404",12.1,9.80%,72.7,101,-10,Public,551 Valley Road,Wayne,7470,Passaic,Wayne Township Public School District,No,(n/a),No,Yes,(973) 317-2200,116,"1,171 (83.4 %)",20 (1.4 %),116 (8.3 %),87 (6.2 %),1 (0.1 %),9 (0.6 %),0 (0.0 %)
112,Clearview Regional High School,9-12,"1,623",14.9,11.70%,72.6,120,8.00,Public,625 Breakneck Rd,Mullica Hill,8062,Gloucester,Clearview Regional High School District,No,(n/a),No,Yes,(856) 223-2790,109,"1,432 (88.2 %)",72 (4.4 %),51 (3.1 %),50 (3.1 %),5 (0.3 %),0 (0.0 %),13 (0.8 %)
113,South Hunterdon Regional High School,7-12,420,10.1,13.60%,72.6,238,125.00,Public,301 Mt Airy Harbourton Road,Lambertville,8530,Hunterdon,South Hunterdon Regional,No,(n/a),No,(n/a),(609) 397-2060,41,343 (81.7 %),21 (5.0 %),45 (10.7 %),3 (0.7 %),0 (0.0 %),1 (0.2 %),7 (1.7 %)
114,New Egypt High School,9-12,538,13.3,15.10%,72.6,220,106.00,Public,117 Evergreen Road,New Egypt,8533,Ocean,Plumsted Township School District,No,(n/a),No,Yes,(609) 758-6800,40,488 (90.7 %),13 (2.4 %),32 (5.9 %),5 (0.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
115,Manalapan High School,9-12,"1,946",14.8,7.70%,72.5,45,-70,Public,20 Church Lane,Englishtown,7726,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 792-7200,131,"1,659 (85.3 %)",50 (2.6 %),100 (5.1 %),129 (6.6 %),0 (0.0 %),5 (0.3 %),3 (0.2 %)
116,Middletown High School South,9-12,"1,436",13.9,8.60%,72.5,140,24.00,Public,900 Nut Swamp Road,Middletown,7748,Monmouth,Middletown Township Public School District,No,(n/a),No,No,(732) 706-6111,103,"1,299 (90.5 %)",25 (1.7 %),70 (4.9 %),34 (2.4 %),2 (0.1 %),2 (0.1 %),4 (0.3 %)
117,Delaware Valley Regional High School,9-12,952,13.5,7.70%,72.2,158,41.00,Public,19 Senator Stout Rd,Frenchtown,8825,Hunterdon,Delaware Valley Regional High School District,No,(n/a),No,Yes,(908) 996-2131,70,890 (93.5 %),11 (1.2 %),32 (3.4 %),15 (1.6 %),0 (0.0 %),0 (0.0 %),4 (0.4 %)
118,Point Pleasant Borough High School,9-12,933,11.2,17.20%,71.8,109,-9,Public,Laura Herbert Dr,Point Pleasant Beach,8742,Ocean,Point Pleasant Borough School District,No,(n/a),No,No,(732) 701-1900,83,871 (93.4 %),11 (1.2 %),38 (4.1 %),0 (0.0 %),2 (0.2 %),11 (1.2 %),0 (0.0 %)
119,American History High School,7-12,398,10.2,85.40%,71.8,155,36.00,Public,74 Montgomery St,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7333,39,9 (2.3 %),299 (75.1 %),86 (21.6 %),4 (1.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
120,Point Pleasant Beach High School,9-12,361,11.7,12.20%,71.8,191,71.00,Public,700 Trenton Avenue,Point Pleasant Beach,8742,Ocean,Point Pleasant Beach School District,No,(n/a),No,Yes,(732) 899-1817,31,329 (91.1 %),5 (1.4 %),16 (4.4 %),9 (2.5 %),0 (0.0 %),0 (0.0 %),2 (0.6 %)
121,Lenape High School,9-12,"1,892",11.8,12.60%,71.7,129,8.00,Public,235 Hartford Road,Medford,8055,Burlington,Lenape Regional High School District,No,(n/a),No,Yes,(609) 654-5111,159,"1,329 (70.2 %)",301 (15.9 %),78 (4.1 %),163 (8.6 %),16 (0.8 %),5 (0.3 %),0 (0.0 %)
122,Manasquan High School,9-12,999,15,12.00%,71.6,133,11.00,Public,167 Broad Street,Manasquan,8736,Monmouth,Manasquan School District,No,(n/a),No,Yes,(732) 528-8820,67,866 (86.7 %),23 (2.3 %),93 (9.3 %),15 (1.5 %),1 (0.1 %),1 (0.1 %),0 (0.0 %)
123,Southern Regional High School,9-12,"2,071",14.1,24.40%,71.2,190,67.00,Public,90 Cedar Bridge Road,Manahawkin,8050,Ocean,Southern Regional School District,No,(n/a),No,Yes,(609) 597-9481,146,"1,887 (91.1 %)",45 (2.2 %),105 (5.1 %),29 (1.4 %),1 (0.0 %),2 (0.1 %),2 (0.1 %)
124,Ocean City High School,9-12,"1,221",11.4,17.70%,71.1,176,52.00,Public,501 Atlantic Avenue,Ocean City,8226,Cape May,Ocean City School District,No,(n/a),No,No,(609) 399-1290,107,"1,113 (91.2 %)",29 (2.4 %),46 (3.8 %),23 (1.9 %),3 (0.2 %),2 (0.2 %),5 (0.4 %)
125,Rutherford High School,9-12,766,11.1,2.60%,71,125,0.00,Public,56 Elliott Pl,Rutherford,7070,Bergen,Rutherford School District,No,(n/a),No,No,(201) 438-7675,69,456 (59.5 %),23 (3.0 %),136 (17.8 %),146 (19.1 %),0 (0.0 %),1 (0.1 %),4 (0.5 %)
126,Spotswood High School,9-12,762,11,14.40%,70.9,79,-47,Public,105 Summerhill Road,Spotswood,8884,Middlesex,Spotswood Public School District,No,(n/a),No,No,(732) 723-2200,69,621 (81.5 %),26 (3.4 %),79 (10.4 %),31 (4.1 %),0 (0.0 %),0 (0.0 %),5 (0.7 %)
127,Eastern Regional High School,9-12,"2,049",64.4,10.60%,70.9,117,-10,Public,1401 Laurel Oak Road,Voorhees,8043,Camden,Eastern Camden County Regional School District,No,(n/a),No,Yes,(856) 784-4441,32,"1,364 (66.6 %)",193 (9.4 %),132 (6.4 %),277 (13.5 %),4 (0.2 %),4 (0.2 %),75 (3.7 %)
128,East Brunswick High School,10-12,"2,246",13.4,14.40%,70.9,149,21.00,Public,380 Cranbury Road,E Brunswick,8816,Middlesex,East Brunswick Township School District,No,(n/a),No,No,(732) 613-6904,167,"1,329 (59.2 %)",104 (4.6 %),137 (6.1 %),664 (29.6 %),0 (0.0 %),1 (0.0 %),11 (0.5 %)
129,Atlantic County Institute of Technology,9-12,"1,126",11,57.00%,70.7,27,-102,Public,5080 Atlantic Avenue,Mays Landing,8330,Atlantic,Atlantic County Vocational School District,No,(n/a),No,Yes,(609) 625-2249,102,461 (40.9 %),240 (21.3 %),317 (28.2 %),59 (5.2 %),11 (1.0 %),6 (0.5 %),32 (2.8 %)
130,North Arlington High School,9-12,494,10.8,17.80%,70.6,154,24.00,Public,222 Ridge Road,North Arlington,7031,Bergen,North Arlington School District,No,(n/a),No,No,(201) 991-6800,46,323 (65.4 %),6 (1.2 %),141 (28.5 %),22 (4.5 %),0 (0.0 %),0 (0.0 %),2 (0.4 %)
131,North 13th St Technical,9-12,667,11.1,86.50%,70.4,202,71.00,Public,300 N 13th St,Newark,7107,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2203,60,8 (1.2 %),267 (40.0 %),374 (56.1 %),8 (1.2 %),8 (1.2 %),2 (0.3 %),0 (0.0 %)
132,Morris Hills High School,9-12,"1,176",10.9,23.90%,70.2,197,65.00,Public,520 West Main Street,Rockaway,7866,Morris,Morris Hills Regional School District,No,(n/a),No,Yes,(973) 664-2301,108,664 (56.5 %),51 (4.3 %),336 (28.6 %),0 (0.0 %),114 (9.7 %),0 (0.0 %),11 (0.9 %)
133,Vernon Township High School,9-12,"1,139",11.2,15.20%,69.9,185,52.00,Public,1832 Route 565,Vernon,7462,Sussex,Vernon Township School District,No,(n/a),No,No,(973) 764-2960,101,"1,035 (90.9 %)",23 (2.0 %),74 (6.5 %),5 (0.4 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
134,Somerville High School,9-12,"1,204",13.2,10.40%,69.8,131,-3,Public,222 Davenport St,Somerville,8876,Somerset,Somerville Public School District,No,(n/a),No,No,(908) 218-4108,91,830 (68.9 %),102 (8.5 %),169 (14.0 %),88 (7.3 %),0 (0.0 %),8 (0.7 %),7 (0.6 %)
135,Northern Burlington County Regional High School,9-12,"1,331",13.9,15.90%,69.8,156,21.00,Public,160 Mansfield Road East,Columbus,8022,Burlington,Northern Burlington County Regional School District,No,(n/a),No,Yes,(609) 298-3900,96,933 (70.1 %),180 (13.5 %),97 (7.3 %),99 (7.4 %),6 (0.5 %),7 (0.5 %),9 (0.7 %)
136,Jefferson Township High School,9-12,"1,020",11,12.00%,69.7,183,47.00,Public,1010 Weldon Rd Rd2,Oak Ridge,7438,Passaic,Jefferson Township Public School District,No,(n/a),No,Yes,(973) 697-3535,92,878 (86.1 %),18 (1.8 %),69 (6.8 %),40 (3.9 %),3 (0.3 %),0 (0.0 %),12 (1.2 %)
137,Red Bank Regional High School,9-12,"1,187",11.5,25.50%,69.4,244,107.00,Public,101 Ridge Road,Little Silver,7739,Monmouth,Red Bank Regional School District,No,(n/a),No,Yes,(732) 842-8000,103,753 (63.4 %),117 (9.9 %),272 (22.9 %),23 (1.9 %),0 (0.0 %),1 (0.1 %),21 (1.8 %)
138,Haddon Heights Junior-Senior High School,7-12,758,10.2,13.60%,69.4,174,36.00,Public,301 Second Avenue,Haddon Heights,8035,Camden,HADDON HEIGHTS School District,No,(n/a),No,Yes,(856) 547-1920,74,562 (74.1 %),130 (17.2 %),28 (3.7 %),15 (2.0 %),1 (0.1 %),1 (0.1 %),21 (2.8 %)
139,Morris Knolls High School,9-12,"1,572",10.9,9.50%,69.2,94,-45,Public,50 Knoll Drive,Denville,7834,Morris,Morris Hills Regional School District,No,(n/a),No,No,(973) 664-2201,144,"1,277 (81.2 %)",55 (3.5 %),122 (7.8 %),0 (0.0 %),103 (6.6 %),3 (0.2 %),12 (0.8 %)
140,Paterson Charter School for Science/Technology,K-12,"1,055",11.7,64.00%,69,349,209.00,"Public, Charter, Alternative",276 Wabash Avenue,Paterson,7503,Passaic,Paterson Charter School For Science And Technology,Yes,(n/a),No,Yes,(973) 247-0600,90,39 (3.7 %),424 (40.2 %),588 (55.7 %),2 (0.2 %),1 (0.1 %),1 (0.1 %),0 (0.0 %)
141,Boonton High School,9-12,587,11,18.90%,68.7,218,77.00,Public,306 Lathrop Avenue,Boonton,7005,Morris,Boonton Town School District,No,(n/a),No,Yes,(973) 335-9700,53,386 (65.8 %),29 (4.9 %),93 (15.8 %),71 (12.1 %),0 (0.0 %),6 (1.0 %),2 (0.3 %)
142,Allentown High School,9-12,"1,252",18.3,8.50%,68.6,132,-10,Public,27 High Street,Allentown,8501,Monmouth,Upper Freehold Regional School District,No,(n/a),No,Yes,(609) 259-7292,68,"1,046 (83.5 %)",75 (6.0 %),55 (4.4 %),49 (3.9 %),3 (0.2 %),0 (0.0 %),24 (1.9 %)
143,Midland Park Junior/Senior High School,7-12,482,10.9,6.20%,68.6,105,-38,Public,250 Prospect St,Midland Park,7432,Bergen,Midland Park School District,No,(n/a),No,Yes,(201) 444-7400,44,411 (85.3 %),6 (1.2 %),38 (7.9 %),25 (5.2 %),0 (0.0 %),1 (0.2 %),1 (0.2 %)
144,Montclair High School,9-12,"2,000",13,24.80%,68.5,178,34.00,Public,100 Chestnut St,Montclair,7042,Essex,Montclair Public Schools,No,(n/a),No,No,(973) 509-4100,154,941 (47.1 %),713 (35.7 %),202 (10.1 %),93 (4.7 %),3 (0.2 %),0 (0.0 %),48 (2.4 %)
145,Cedar Grove High School,9-12,462,11.8,5.80%,68.5,77,-68,Public,90 Rugby Rd,Cedar Grove,7009,Essex,Cedar Grove Township School District,No,(n/a),No,Yes,(973) 239-6400,39,421 (91.1 %),3 (0.6 %),19 (4.1 %),19 (4.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
146,Roxbury High School,9-12,"1,397",10.9,7.90%,68.3,138,-8,Public,One Bryant Drive,Succasunna,7876,Morris,Roxbury Township School District,No,(n/a),No,No,(973) 584-1200,128,"1,120 (80.2 %)",54 (3.9 %),133 (9.5 %),82 (5.9 %),1 (0.1 %),1 (0.1 %),6 (0.4 %)
147,Ridgefield Memorial High School,9-12,561,10.9,26.00%,68,276,129.00,Public,555 Walnut St,Ridgefield,7657,Bergen,Ridgefield School District,No,(n/a),No,Yes,(201) 945-4455,51,211 (37.6 %),29 (5.2 %),161 (28.7 %),158 (28.2 %),1 (0.2 %),0 (0.0 %),1 (0.2 %)
148,Passaic County Technical Institute,9-12,"3,267",11.2,69.50%,67.8,213,65.00,Public,45 Reinhardt Road,Wayne,7470,Passaic,Passsaic County Vocational School District,No,(n/a),No,Yes,(973) 790-6000,291,403 (12.3 %),565 (17.3 %),"2,002 (61.3 %)",272 (8.3 %),0 (0.0 %),1 (0.0 %),24 (0.7 %)
149,Colonia High School,9-12,"1,343",11,31.10%,67.7,223,74.00,Public,East Street,Colonia,7067,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 726-7060,122,703 (52.3 %),203 (15.1 %),217 (16.2 %),218 (16.2 %),0 (0.0 %),0 (0.0 %),2 (0.1 %)
150,County Prep High School,9-12,657,8.8,62.30%,67.5,209,59.00,Public,525 Montgomery Street,Jersey City,7306,Hudson,Hudson County Schools Of Technology School District,No,(n/a),No,Yes,(201) 631-6302,75,128 (19.5 %),71 (10.8 %),242 (36.8 %),206 (31.4 %),1 (0.2 %),9 (1.4 %),0 (0.0 %)
151,John F. Kennedy High School,9-12,"1,371",11.6,40.20%,67.4,121,-30,Public,200 Washington Avenue,Iselin,8830,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 602-8650,118,429 (31.3 %),151 (11.0 %),306 (22.3 %),480 (35.0 %),1 (0.1 %),0 (0.0 %),4 (0.3 %)
152,Lenape Valley Regional High School,9-12,835,15.2,12.00%,67.4,146,-6,Public,28 Sparta Road,Stanhope,7874,Sussex,Lenape Valley Regional High School District,No,(n/a),No,Yes,(973) 347-7600,55,717 (85.9 %),25 (3.0 %),59 (7.1 %),28 (3.4 %),5 (0.6 %),1 (0.1 %),0 (0.0 %)
153,Cherry Hill High School West,9-12,"1,462",12.6,27.70%,67.4,116,-37,Public,2101 Chapel Ave,Cherry Hill,8034,Camden,Cherry Hill School District,No,(n/a),No,Yes,(856) 663-8006,116,914 (62.5 %),169 (11.6 %),176 (12.0 %),176 (12.0 %),0 (0.0 %),4 (0.3 %),23 (1.6 %)
154,Delsea Regional High School,9-12,"1,159",13.7,29.50%,67.3,169,15.00,Public,242 Fries Mill Rd,Franklinville,8322,Gloucester,Delsea Regional High School District,No,(n/a),No,Yes,(856) 694-0100,84,921 (79.5 %),147 (12.7 %),65 (5.6 %),13 (1.1 %),1 (0.1 %),1 (0.1 %),11 (0.9 %)
155,Central Jersey College Prep Charter School,K-12,306,9.4,42.50%,67.2,69,-86,"Public, Charter, Alternative",17 Schoolhouse Rd,Somerset,8873,Somerset,Central Jersey College Prep Charter School,Yes,(n/a),No,No,(732) 302-9991,32,29 (9.5 %),165 (53.9 %),64 (20.9 %),47 (15.4 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
156,Mainland Regional High School,9-12,"1,419",11.9,26.40%,67.2,168,12.00,Public,1301 Oak Avenue,Linwood,8221,Atlantic,Mainland Regional High School District,No,(n/a),No,Yes,(609) 927-4151,119,"1,049 (73.9 %)",76 (5.4 %),161 (11.3 %),84 (5.9 %),1 (0.1 %),0 (0.0 %),48 (3.4 %)
157,Monroe Township High School,9-12,"1,966",11.5,11.40%,67.1,172,15.00,Public,200 Schoolhouse Road,Monroe Township,8831,Middlesex,Monroe Township School District,No,(n/a),No,No,(732) 521-2882,170,"1,289 (65.6 %)",116 (5.9 %),177 (9.0 %),375 (19.1 %),0 (0.0 %),2 (0.1 %),7 (0.4 %)
158,Metuchen High School,9-12,625,11.7,11.50%,67.1,81,-77,Public,400 Grove Ave,Metuchen,8840,Middlesex,Metuchen Public School District,No,(n/a),No,Yes,(732) 321-8744,53,440 (70.4 %),42 (6.7 %),55 (8.8 %),84 (13.4 %),0 (0.0 %),0 (0.0 %),4 (0.6 %)
159,Parsippany High School,9-12,979,10.1,18.60%,66.9,162,3.00,Public,309 Baldwin Rd,Parsippany,7054,Morris,Parsippany-Troy Hills Township School District,No,(n/a),No,Yes,(973) 263-7001,97,485 (49.5 %),53 (5.4 %),108 (11.0 %),317 (32.4 %),1 (0.1 %),1 (0.1 %),14 (1.4 %)
160,West Milford High School,9-12,"1,181",11.9,13.60%,66.7,198,38.00,Public,67 Highlander Drive,West Milford,7480,Passaic,West Milford Township Public School District,No,(n/a),No,No,(973) 838-6515,99,"1,116 (94.5 %)",10 (0.8 %),41 (3.5 %),9 (0.8 %),4 (0.3 %),1 (0.1 %),0 (0.0 %)
161,Middletown High School North,9-12,"1,488",12.1,17.90%,66.5,150,-11,Public,63 Tindall Road,Middletown,7748,Monmouth,Middletown Township Public School District,No,(n/a),No,Yes,(732) 706-6061,123,"1,305 (87.7 %)",35 (2.4 %),116 (7.8 %),15 (1.0 %),7 (0.5 %),5 (0.3 %),5 (0.3 %)
162,North Warren Regional School,7-12,963,11.1,8.50%,66.3,111,-51,Public,10 Noe Rd,Blairstown,7825,Warren,North Warren Regional School District,No,(n/a),No,Yes,(908) 362-8211,87,876 (91.0 %),12 (1.2 %),49 (5.1 %),11 (1.1 %),7 (0.7 %),1 (0.1 %),7 (0.7 %)
163,Wall High School,9-12,"1,232",11,13.30%,66.3,108,-55,Public,1630 18th Ave,Wall,7719,Monmouth,Wall Township Public School District,No,(n/a),No,No,(732) 556-2040,112,"1,115 (90.5 %)",25 (2.0 %),50 (4.1 %),20 (1.6 %),1 (0.1 %),0 (0.0 %),21 (1.7 %)
164,Fort Lee High School,9-12,978,14.6,22.80%,66.2,235,71.00,Public,3000 Lemoine Ave,Fort Lee,7024,Bergen,Fort Lee School District,No,(n/a),No,Yes,(201) 585-4675,67,339 (34.7 %),42 (4.3 %),209 (21.4 %),386 (39.5 %),0 (0.0 %),2 (0.2 %),0 (0.0 %)
165,Somerset County Vocational Technical High School,9-12,356,6.4,22.20%,66.1,188,23.00,Public,14 Vogt Drive,Bridgewater,8807,Somerset,Somerset County Vocational And Technical Schools,No,(n/a),No,Yes,(908) 526-8900,55,196 (55.1 %),30 (8.4 %),72 (20.2 %),56 (15.7 %),0 (0.0 %),1 (0.3 %),1 (0.3 %)
166,Bard Early College High School,9-12,241,10,73.90%,66,,,Public,321 Bergen Street,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(212) 995-8479,24,10 (4.1 %),180 (74.7 %),47 (19.5 %),4 (1.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
